CustomerID;Age;MonthlyIncome;TotalDebt;CreditLimit;PaymentHistory;NumberOfCreditCards;YearsWithCompany;AverageMonthlyBalance;CreditStatus
8226;28;6227;4063;17826;On Time;5;5;1845;Good
8227;19;4179;7536;7672;On Time;3;12;4055;Good
8228;43;3518;15512;12394;Late;1;2;3048;Bad
8229;53;6906;13688;17837;On Time;1;16;3938;Good
8230;50;5491;19900;9552;On Time;5;3;2758;Bad
8231;64;6308;10853;13420;On Time;3;15;3367;Good
8232;30;4750;6945;20440;On Time;4;17;2849;Good
8233;57;9019;10256;23975;On Time;4;16;3030;Good
8234;42;4093;9247;17199;On Time;1;3;2436;Good
8235;21;7616;9317;14153;On Time;1;15;1822;Good
8236;59;4907;9880;12493;On Time;1;1;1977;Good
8237;36;2518;5341;19553;On Time;5;12;3234;Bad
8238;35;5724;11411;20667;On Time;5;10;2456;Good
8239;54;5472;2956;9217;On Time;2;6;3548;Good
8240;47;3423;6415;19552;On Time;5;8;2868;Bad
8241;36;3616;9405;11964;On Time;3;6;2529;Bad
8242;40;4962;0;10702;On Time;5;19;4750;Good
8243;33;5524;13844;14231;On Time;3;4;2392;Good
8244;18;1294;0;19958;On Time;4;16;3178;Bad
8245;29;6579;13347;16547;On Time;2;5;4740;Good
8246;41;4258;3535;16411;On Time;5;16;3933;Good
8247;51;3002;7975;16762;On Time;4;18;3316;Bad
8248;25;6411;12595;17338;Late;3;13;2317;Bad
8249;35;4964;20990;14429;On Time;2;13;965;Bad
8250;65;6824;10582;18159;On Time;4;18;405;Good
8251;22;5656;86;11701;On Time;3;8;2613;Good
8252;43;4997;14768;18255;On Time;2;7;4723;Good
8253;47;4770;8840;19284;Late;1;15;2230;Bad
8254;30;5724;10349;18495;On Time;5;2;1986;Good
8255;36;4379;12789;18755;On Time;1;4;2761;Good
8256;46;3721;0;17324;On Time;1;16;3132;Bad
8257;20;5914;10032;20867;On Time;1;12;3279;Good
8258;43;4783;7951;5000;On Time;4;16;4158;Good
8259;57;5050;16109;19268;On Time;1;17;2124;Bad
8260;29;6634;13635;24877;On Time;1;10;4271;Good
8261;19;4829;1864;11890;On Time;4;15;3651;Good
8262;28;5022;16313;11331;On Time;5;19;2407;Bad
8263;61;4100;12247;21431;On Time;2;14;2084;Good
8264;45;5646;2263;10366;On Time;2;1;1675;Good
8265;35;5524;10278;11666;On Time;5;4;4165;Good
8266;30;6351;15174;15849;On Time;4;2;2691;Bad
8267;54;4131;3929;11005;On Time;1;8;2688;Good
8268;39;4313;16887;19375;On Time;2;2;3243;Bad
8269;29;6188;2436;11045;On Time;5;11;1889;Good
8270;19;5378;6043;16803;On Time;5;10;4520;Good
8271;54;3640;5285;16422;On Time;1;11;3329;Bad
8272;24;6959;16884;23319;On Time;5;9;3301;Bad
8273;43;2452;7544;20826;On Time;4;4;2905;Bad
8274;43;6176;4185;12352;On Time;4;4;1628;Good
8275;41;3102;12226;8677;On Time;2;1;4059;Bad
8276;29;7828;13305;19189;On Time;3;4;5269;Good
8277;33;2683;13337;11733;On Time;5;1;2150;Bad
8278;40;6728;8643;13321;On Time;4;4;2072;Good
8279;57;4877;11272;9700;On Time;1;4;2148;Good
8280;26;4450;6748;18395;On Time;1;1;2269;Good
8281;49;5278;18374;11767;On Time;3;14;4460;Bad
8282;32;5947;15721;14824;On Time;3;16;1984;Bad
8283;54;3643;15414;14902;On Time;3;9;5357;Bad
8284;30;3776;13970;15917;On Time;1;7;4871;Bad
8285;22;5974;12598;18308;On Time;5;14;3807;Good
8286;28;2438;3778;13785;On Time;4;5;3598;Bad
8287;27;4123;13166;11292;On Time;1;14;3882;Good
8288;69;9561;10571;5702;On Time;4;13;2464;Good
8289;30;3547;16316;15513;On Time;3;2;1859;Bad
8290;58;6721;14037;14215;On Time;2;12;3133;Good
8291;63;4121;12751;11447;On Time;5;7;1655;Good
8292;67;5763;1578;15312;On Time;3;2;2269;Good
8293;32;5981;9554;19279;On Time;3;18;3787;Good
8294;59;6693;7210;20559;Late;4;10;3422;Bad
8295;24;4699;11261;7324;Late;1;6;4417;Bad
8296;57;7983;7922;13195;On Time;2;7;2719;Good
8297;45;4115;8620;19805;On Time;5;12;4779;Good
8298;49;5351;12295;22980;On Time;2;16;2349;Good
8299;52;5367;7839;10913;Late;3;19;3920;Bad
8300;32;3317;10607;21891;On Time;2;18;3174;Bad
8301;65;4571;2402;8249;On Time;5;14;4113;Good
8302;53;5242;5837;20741;On Time;3;15;2279;Good
8303;38;4351;13280;13591;On Time;5;8;3896;Good
8304;23;8661;3849;22814;On Time;2;15;3486;Good
8305;18;3742;16228;12679;On Time;3;12;2156;Bad
8306;21;6769;14871;13450;On Time;3;18;5275;Good
8307;28;6284;8658;14333;On Time;5;10;2893;Good
8308;61;4979;24993;7314;On Time;1;14;3867;Bad
8309;43;3702;16215;6187;On Time;3;19;3637;Bad
8310;54;3847;5253;17550;On Time;5;16;1795;Bad
8311;40;4223;13730;19942;On Time;5;6;4001;Good
8312;46;2321;10329;18037;On Time;5;13;1831;Bad
8313;38;3494;6116;8730;On Time;1;11;2604;Bad
8314;65;2776;4650;17400;On Time;4;1;3362;Bad
8315;62;7018;14974;10048;Late;3;9;3075;Bad
8316;62;5927;7010;17038;On Time;2;19;3650;Good
8317;66;6178;9490;20656;On Time;5;5;693;Good
8318;44;5883;5394;16837;On Time;2;7;1599;Good
8319;56;5250;6259;22342;On Time;5;2;3702;Good
8320;57;7191;9365;14250;On Time;5;15;2856;Good
8321;30;4083;11940;13916;On Time;3;6;3387;Good
8322;40;5160;0;15336;On Time;1;1;3459;Good
8323;33;6120;10084;8286;On Time;1;5;2049;Good
8324;47;3018;6269;12985;On Time;2;2;1736;Bad
8325;21;9644;17011;13424;On Time;4;14;3811;Bad
8326;57;5042;24713;13580;Late;1;17;2334;Bad
8327;33;5212;8203;16341;On Time;1;12;3269;Good
8328;48;6885;1388;7598;On Time;4;6;2939;Good
8329;59;6372;10584;9271;On Time;1;7;1926;Good
8330;42;5057;8972;20660;On Time;3;16;2558;Good
8331;61;5195;19856;5000;On Time;3;13;4078;Bad
8332;29;2743;18332;18081;On Time;2;2;3250;Bad
8333;43;4165;14326;13132;On Time;2;17;2733;Good
8334;54;5775;7066;15800;On Time;2;5;3470;Good
8335;65;5665;13388;22790;On Time;3;2;4449;Good
8336;50;6831;11325;14344;On Time;2;1;3053;Good
8337;45;4819;11206;18126;Late;2;1;5193;Bad
8338;26;2919;2208;15292;On Time;3;8;3402;Bad
8339;29;6585;15308;14453;On Time;4;11;2782;Bad
8340;22;7154;10539;13834;On Time;2;12;3449;Good
8341;69;6347;9495;18505;On Time;1;4;5342;Good
8342;45;4754;6999;11341;On Time;3;7;4453;Good
8343;52;6566;6031;9339;On Time;4;13;1663;Good
8344;22;10143;11586;15372;On Time;1;7;1574;Good
8345;51;5172;1254;15963;On Time;1;4;2794;Good
8346;63;3032;13947;5879;On Time;5;12;5283;Bad
8347;51;4120;4729;14947;On Time;4;18;3234;Good
8348;30;5938;0;8865;On Time;5;13;2353;Good
8349;56;2592;19109;18134;On Time;3;19;5106;Bad
8350;59;5254;5709;5981;On Time;4;3;4072;Good
8351;62;5570;6389;24625;On Time;5;14;2747;Good
8352;65;7302;15672;13309;On Time;3;16;2456;Bad
8353;31;6965;19272;10675;On Time;2;2;4051;Bad
8354;28;6296;2334;13585;On Time;1;1;2089;Good
8355;59;1755;5219;17781;On Time;3;14;2539;Bad
8356;55;6381;5586;19452;On Time;4;4;3179;Good
8357;21;6058;14674;13628;On Time;1;5;2552;Good
8358;50;5383;18195;7806;On Time;1;7;2134;Bad
8359;24;2404;4598;8938;On Time;3;11;3406;Bad
8360;58;3834;17073;16431;On Time;2;12;3193;Bad
8361;25;3249;6454;19936;On Time;3;8;3272;Bad
8362;54;1977;11680;20587;On Time;5;7;1031;Bad
8363;68;4995;3642;15840;On Time;5;3;4142;Good
8364;27;3803;9390;19836;On Time;5;2;1119;Bad
8365;60;8937;9444;24561;On Time;4;18;3329;Good
8366;32;4746;8424;20951;On Time;3;10;5302;Good
8367;55;6940;11924;19610;On Time;1;19;3928;Good
8368;32;2646;4964;10967;On Time;4;15;2728;Bad
8369;22;4204;5581;19813;On Time;5;17;2506;Good
8370;46;5145;12189;17306;On Time;4;19;2906;Good
8371;36;3637;16710;18253;On Time;1;3;4173;Bad
8372;68;4366;9885;21305;On Time;4;13;3626;Good
8373;27;4673;12518;16792;On Time;2;2;3046;Good
8374;29;4649;13790;14487;Late;5;15;4046;Bad
8375;21;7782;14152;9650;On Time;3;17;1717;Good
8376;48;5567;5232;13517;On Time;5;1;2422;Good
8377;35;5719;6114;16064;On Time;5;14;2510;Good
8378;33;5809;6549;16388;On Time;3;1;4128;Good
8379;57;5918;19643;16219;On Time;3;11;3276;Bad
8380;53;4875;12540;19797;On Time;1;3;5481;Good
8381;42;4518;12316;19326;On Time;1;13;3837;Good
8382;40;5250;11831;14689;On Time;2;9;2311;Good
8383;29;6735;3396;10763;On Time;4;15;3973;Good
8384;51;6689;19690;16916;On Time;4;9;2316;Bad
8385;53;4639;12395;26231;On Time;4;7;2588;Good
8386;54;6151;13615;16606;On Time;5;7;2920;Good
8387;20;4708;1172;13520;Late;5;2;3330;Bad
8388;26;5050;13898;17679;On Time;3;2;3221;Good
8389;35;4289;8218;17978;On Time;2;1;3218;Good
8390;60;4727;3386;17923;On Time;2;18;2025;Good
8391;52;7011;5231;21864;On Time;4;16;2996;Good
8392;51;5138;3675;16930;On Time;3;10;3311;Good
8393;58;5202;3591;21627;On Time;4;16;3864;Good
8394;31;2829;10302;16151;On Time;5;13;2533;Bad
8395;21;4536;8066;22562;On Time;3;2;248;Good
8396;46;4638;11670;21033;On Time;4;2;4121;Good
8397;58;3756;18379;19608;On Time;2;10;3568;Bad
8398;62;5032;9352;18945;On Time;1;12;1667;Good
8399;67;4356;0;26507;On Time;5;5;1523;Good
8400;32;5119;8790;20383;On Time;4;8;3661;Good
8401;45;5182;15966;10753;On Time;3;17;2697;Bad
8402;59;3566;9570;16229;On Time;3;9;1579;Bad
8403;33;4401;17646;13676;On Time;4;15;1935;Bad
8404;29;5116;12264;25322;On Time;2;13;2859;Good
8405;69;6776;808;21257;On Time;4;14;2241;Good
8406;22;5385;10547;25159;On Time;5;8;2500;Good
8407;51;4007;11485;11200;On Time;3;17;3077;Good
8408;59;5598;15401;20508;On Time;5;11;4045;Bad
8409;18;7561;19098;8177;Late;1;8;3576;Bad
8410;56;6375;14538;7039;On Time;2;14;3225;Good
8411;49;5821;12202;13015;On Time;4;1;4414;Good
8412;43;6088;13380;22561;On Time;4;12;2060;Good
8413;34;7159;9159;10036;On Time;2;10;2940;Good
8414;65;6613;2685;14915;On Time;3;12;2396;Good
8415;44;5850;10207;20944;On Time;4;19;2867;Good
8416;41;6602;11826;19232;Late;2;15;2954;Bad
8417;52;3377;3981;26080;On Time;4;3;2359;Bad
8418;63;2746;16633;15016;On Time;3;9;2625;Bad
8419;59;5235;15027;12791;On Time;2;8;3671;Bad
8420;56;5103;3141;9527;On Time;3;10;2890;Good
8421;43;4184;16829;13160;On Time;4;8;98;Bad
8422;66;6238;8458;9482;On Time;2;16;3697;Good
8423;55;2205;6107;6017;On Time;1;11;3544;Bad
8424;40;4197;15396;24816;On Time;4;8;1724;Bad
8425;39;4272;9744;15244;On Time;2;18;4519;Good
8426;21;2545;19495;27957;On Time;1;7;2751;Bad
8427;66;7242;5735;10803;On Time;2;3;4011;Good
8428;26;2961;1341;12855;On Time;5;8;3042;Bad
8429;21;4117;8597;11123;On Time;5;5;2513;Good
8430;24;6361;13946;11796;Late;2;5;3387;Bad
8431;40;5969;5364;19368;On Time;2;19;2477;Good
8432;19;3337;3349;17831;On Time;5;17;2846;Bad
8433;66;6023;11144;19377;On Time;4;14;1428;Good
8434;41;5434;2681;21711;On Time;5;18;2695;Good
8435;57;8499;11533;20536;On Time;5;2;1766;Good
8436;48;5605;8296;9957;On Time;5;18;2993;Good
8437;64;4788;12472;12380;On Time;3;7;3503;Good
8438;48;3715;3080;15607;On Time;4;17;3053;Bad
8439;64;3883;16490;33639;On Time;3;18;3928;Bad
8440;57;3761;9084;18862;On Time;4;16;4977;Bad
8441;65;7056;13817;15533;Late;3;7;2889;Bad
8442;68;5026;14799;18366;On Time;3;18;3076;Good
8443;60;5847;4212;11984;On Time;2;12;2344;Good
8444;51;7271;14411;16312;On Time;5;16;1108;Good
8445;41;1462;2874;19773;On Time;2;14;3135;Bad
8446;66;6918;3149;14855;On Time;2;7;3682;Good
8447;43;5083;19819;11217;On Time;2;8;3017;Bad
8448;33;5652;15559;14610;On Time;1;14;2181;Bad
8449;64;3757;20368;13402;On Time;4;14;2031;Bad
8450;30;3867;8148;8214;On Time;2;3;1735;Bad
8451;32;5733;10512;12142;Late;2;8;2892;Bad
8452;44;8576;12636;8035;On Time;1;19;1998;Good
8453;21;6504;9939;8816;On Time;1;12;4157;Good
8454;33;6898;6269;9295;On Time;5;11;3756;Good
8455;47;4711;5519;19767;On Time;2;11;4048;Good
8456;61;4099;11069;22445;On Time;4;3;4276;Good
8457;47;3828;4665;7319;On Time;2;9;2621;Bad
8458;53;4267;4525;22900;On Time;5;11;3833;Good
8459;20;1920;11967;9367;On Time;2;19;2742;Bad
8460;39;3912;9524;18734;On Time;1;10;2754;Bad
8461;66;4159;14686;16292;On Time;1;16;2798;Good
8462;39;4736;7875;18179;Late;5;4;2178;Bad
8463;67;5197;7093;9171;On Time;5;1;2860;Good
8464;67;5543;12117;5938;On Time;1;4;2874;Good
8465;66;4977;5939;10985;Late;1;8;3671;Bad
8466;29;4127;6709;17134;On Time;2;16;2779;Good
8467;38;2054;6907;24784;On Time;5;6;2457;Bad
8468;21;4137;8951;9851;On Time;2;1;3690;Good
8469;48;3541;18862;14505;On Time;1;16;2095;Bad
8470;61;5699;3116;11254;On Time;4;1;2867;Good
8471;48;6363;16477;14913;On Time;5;16;3660;Bad
8472;40;6407;13688;5346;On Time;2;4;3824;Good
8473;37;6135;17834;22490;On Time;5;2;4315;Bad
8474;32;4799;25683;15120;On Time;4;14;3399;Bad
8475;40;4217;17157;19585;On Time;3;6;3115;Bad
8476;45;3879;14628;13838;On Time;1;12;4591;Bad
8477;33;2738;3437;15953;On Time;4;5;2168;Bad
8478;54;6487;4068;20644;On Time;3;14;3784;Good
8479;38;4737;11800;15658;On Time;2;5;3128;Good
8480;32;3130;1509;15838;On Time;4;18;847;Bad
8481;34;3760;13077;11030;On Time;3;16;4598;Bad
8482;67;3699;0;12327;On Time;4;16;2190;Bad
8483;54;5064;15761;9935;On Time;3;10;5848;Bad
8484;30;6601;8391;11309;On Time;2;11;3153;Good
8485;36;4478;10632;21256;On Time;2;5;2046;Good
8486;47;1621;6258;24043;On Time;2;4;3801;Bad
8487;62;4716;507;8763;On Time;2;7;2613;Good
8488;35;4765;16173;16975;On Time;2;6;3065;Bad
8489;31;4662;16678;13411;On Time;3;15;3556;Bad
8490;53;4058;8242;21984;On Time;2;15;3107;Good
8491;53;5326;13309;15674;On Time;4;17;3013;Good
8492;37;5099;8045;14962;On Time;4;10;2501;Good
8493;69;4962;11442;11276;On Time;2;18;845;Good
8494;36;5618;13795;7341;On Time;4;11;3387;Good
8495;62;4355;12775;18804;On Time;2;18;3565;Good
8496;61;4270;16704;16764;On Time;4;2;5056;Bad
8497;24;7070;12594;16887;On Time;5;3;3833;Good
8498;61;5839;10140;12003;On Time;1;6;1981;Good
8499;21;6240;6192;14271;On Time;4;3;952;Good
8500;51;6839;7607;18955;On Time;4;7;667;Good
8501;19;5788;14050;19910;On Time;1;3;3048;Good
8502;22;6392;2490;9107;On Time;5;15;3624;Good
8503;27;2630;15529;11833;On Time;1;13;3427;Bad
8504;49;5306;8594;8050;On Time;4;6;3331;Good
8505;59;4725;5906;16006;On Time;2;2;4386;Good
8506;58;7516;4506;19421;On Time;5;2;3390;Good
8507;30;6391;13371;13606;On Time;4;19;2061;Good
8508;56;4054;9926;11685;Late;2;8;2438;Bad
8509;22;5559;17943;13323;Late;2;9;3460;Bad
8510;27;5251;3684;26531;On Time;5;2;3211;Good
8511;27;5681;7109;20959;On Time;4;7;2959;Good
8512;55;3471;9538;18654;On Time;3;17;2534;Bad
8513;44;5540;6240;16600;On Time;2;15;2099;Good
8514;68;4657;10030;14936;On Time;1;4;4684;Good
8515;38;5423;11597;10466;Late;3;13;2078;Bad
8516;25;3913;12422;9691;On Time;1;3;2414;Bad
8517;18;4122;17530;12160;On Time;5;12;3054;Bad
8518;45;6760;3482;10231;On Time;2;3;3367;Good
8519;66;3422;11688;11960;On Time;2;19;3241;Bad
8520;56;3533;6765;14490;On Time;5;9;1398;Bad
8521;31;4922;12150;14873;On Time;2;16;3376;Good
8522;38;3842;12156;11898;On Time;3;18;4122;Bad
8523;47;3672;5065;17476;On Time;3;16;3274;Bad
8524;38;5157;5494;14054;On Time;5;12;5070;Good
8525;66;2742;12558;16073;On Time;4;7;4428;Bad
8526;26;3488;10117;11277;On Time;2;19;2671;Bad
8527;34;8081;8901;18464;On Time;3;12;2481;Good
8528;22;5689;13289;12325;On Time;1;11;1993;Good
8529;48;3880;13658;23042;Late;2;12;3053;Bad
8530;69;5627;7351;13875;On Time;3;19;3356;Good
8531;57;5850;5739;14526;On Time;3;17;4190;Good
8532;55;6491;3690;17967;On Time;3;15;2994;Good
8533;60;4809;10167;19059;On Time;4;10;2246;Good
8534;36;6464;2884;19597;On Time;5;4;4134;Good
8535;53;1942;10497;23877;On Time;4;18;1842;Bad
8536;67;3415;16084;18309;On Time;1;13;3463;Bad
8537;50;5245;8232;14665;Late;1;5;3225;Bad
8538;30;5494;7318;12351;On Time;5;4;3124;Good
8539;31;3632;19989;14330;On Time;5;16;2736;Bad
8540;50;5389;17548;22420;On Time;3;9;4215;Bad
8541;46;4064;6177;8065;On Time;1;7;3352;Good
8542;60;4584;10695;10904;On Time;3;18;3444;Good
8543;66;6537;11643;13905;On Time;5;10;3709;Good
8544;53;6363;11018;10838;On Time;1;15;1605;Good
8545;61;3504;19073;12956;On Time;3;9;1959;Bad
8546;27;3414;10436;24031;On Time;2;18;2237;Bad
8547;48;4383;11186;13509;On Time;2;11;3085;Good
8548;23;4959;13443;17058;On Time;3;12;2172;Good
8549;18;4013;15949;6709;On Time;4;2;2224;Bad
8550;24;6560;14684;9487;On Time;3;9;2797;Good
8551;44;5521;12690;19663;On Time;1;17;3980;Good
8552;38;5609;2206;23340;On Time;5;3;3960;Good
8553;45;3100;7559;16107;On Time;3;14;3647;Bad
8554;33;6750;14097;13469;Late;1;3;3589;Bad
8555;63;769;11251;17480;On Time;1;6;3004;Bad
8556;40;6251;14130;5000;On Time;2;11;3279;Good
8557;69;6401;19435;16145;On Time;3;3;3029;Bad
8558;37;4351;4115;9769;On Time;4;15;3129;Good
8559;55;6909;15689;18970;On Time;4;8;3246;Bad
8560;42;4905;8348;5000;On Time;5;2;2712;Good
8561;45;5093;14676;11858;On Time;5;11;1040;Good
8562;22;5509;9793;14795;On Time;2;14;3721;Good
8563;38;9779;20635;11191;On Time;3;3;3114;Bad
8564;35;7016;10650;13122;On Time;5;10;1408;Good
8565;64;6051;6797;19522;On Time;3;18;3729;Good
8566;23;3630;12099;14877;On Time;4;18;3370;Bad
8567;46;5215;11619;10347;On Time;1;12;1487;Good
8568;36;3780;15690;19702;On Time;4;19;4760;Bad
8569;50;6233;12240;16254;On Time;2;19;2946;Good
8570;18;5210;22375;16462;On Time;3;9;5306;Bad
8571;62;3313;9442;10537;Late;1;1;4155;Bad
8572;20;5121;9501;5000;On Time;1;12;4611;Good
8573;59;3725;6980;10469;On Time;2;2;3054;Bad
8574;38;5226;10428;9960;On Time;1;2;3212;Good
8575;52;3711;11155;11933;On Time;3;5;3663;Bad
8576;58;5041;11406;10790;On Time;4;1;3322;Good
8577;57;6125;10335;15563;On Time;3;12;3677;Good
8578;20;4920;6950;19404;On Time;5;5;2929;Good
8579;42;4413;5591;20380;On Time;1;14;1284;Good
8580;62;5304;8124;19186;On Time;1;8;2563;Good
8581;55;6045;15707;10511;On Time;3;11;3464;Bad
8582;62;3339;16783;15294;On Time;2;18;3383;Bad
8583;37;5390;9615;22825;On Time;3;10;5000;Good
8584;69;6976;5292;7076;On Time;4;9;2649;Good
8585;61;5860;9594;21741;On Time;2;15;3396;Good
8586;62;5086;20458;10019;On Time;1;10;3700;Bad
8587;51;5959;14994;16468;On Time;1;4;3485;Good
8588;38;5678;12753;17063;On Time;2;11;2212;Good
8589;65;6130;14813;15949;On Time;2;17;3442;Good
8590;40;1964;17702;26142;On Time;2;18;2018;Bad
8591;23;2669;4235;13495;On Time;1;17;2565;Bad
8592;68;6507;8039;6802;On Time;1;1;2836;Good
8593;30;2742;7356;16782;On Time;1;12;2822;Bad
8594;66;5602;12935;14149;On Time;1;15;1465;Good
8595;40;4471;10800;17774;On Time;1;17;2962;Good
8596;26;3505;13781;19410;On Time;3;3;3131;Bad
8597;34;5524;7465;14831;On Time;3;7;3233;Good
8598;19;5301;16859;17181;On Time;3;1;2746;Bad
8599;36;8165;9653;15721;On Time;2;11;4974;Good
8600;36;4062;13472;23959;On Time;1;5;3183;Good
8601;24;7160;15977;13147;On Time;3;3;2572;Bad
8602;59;5528;15575;11564;On Time;2;9;3314;Bad
8603;59;4008;11804;19403;On Time;4;8;2363;Good
8604;37;6198;14096;10354;On Time;5;2;3964;Good
8605;26;5848;18708;16960;On Time;4;19;3512;Bad
8606;34;5053;12568;14152;On Time;4;16;4615;Good
8607;44;5399;6351;14493;On Time;5;16;3998;Good
8608;64;4104;12915;27186;On Time;2;4;4501;Good
8609;19;3761;9813;21170;On Time;5;10;834;Bad
8610;53;6139;0;20107;On Time;2;17;1977;Good
8611;36;4664;12309;17652;On Time;4;15;3704;Good
8612;34;4879;10583;11542;On Time;5;18;2421;Good
8613;22;5419;15782;16307;On Time;4;2;4534;Bad
8614;56;5397;6249;17916;On Time;5;8;2760;Good
8615;35;2856;2471;15994;On Time;5;10;4126;Bad
8616;24;6929;10843;15473;On Time;1;1;3486;Good
8617;34;5181;11900;13012;On Time;3;18;2913;Good
8618;56;4696;10469;16367;On Time;3;16;2303;Good
8619;53;5646;10103;12372;Late;4;10;3326;Bad
8620;57;5354;4656;18517;On Time;4;5;2829;Good
8621;62;6150;9305;5000;On Time;4;9;2201;Good
8622;21;5806;8257;21793;On Time;1;10;1582;Good
8623;55;6076;15363;8441;On Time;1;5;3095;Bad
8624;42;7026;11896;9663;On Time;4;7;3991;Good
8625;22;6325;8610;17044;Late;1;6;3292;Bad
8626;47;4759;18619;17699;On Time;5;14;3722;Bad
8627;29;3315;8655;25391;On Time;5;18;2877;Bad
8628;21;7501;12788;16481;On Time;5;13;2208;Good
8629;41;4643;9165;14797;On Time;3;10;3756;Good
8630;46;4290;18155;15956;On Time;5;14;2766;Bad
8631;26;2394;10434;22952;On Time;3;8;3051;Bad
8632;21;5507;10582;27121;On Time;5;14;3737;Good
8633;68;5223;9300;14075;On Time;4;4;3754;Good
8634;41;2727;10982;17713;On Time;3;9;3103;Bad
8635;31;5679;15997;14628;Late;1;6;3879;Bad
8636;22;4252;14229;14528;On Time;3;2;3538;Good
8637;35;9035;10140;24395;On Time;2;3;3559;Good
8638;59;4145;18506;10371;Late;3;11;4352;Bad
8639;36;4347;14364;5000;On Time;5;17;3590;Good
8640;29;3687;7809;16587;On Time;5;1;4832;Bad
8641;35;6916;3098;21005;On Time;5;3;1653;Good
8642;34;4440;7924;16099;On Time;1;14;2093;Good
8643;47;3912;12066;17511;On Time;4;11;2520;Bad
8644;41;6060;12986;18761;On Time;3;16;1934;Good
8645;28;2929;16795;15554;On Time;1;14;4813;Bad
8646;52;5937;4527;17781;On Time;2;19;4593;Good
8647;40;7672;7804;17698;On Time;3;9;3744;Good
8648;34;5849;4111;5206;On Time;5;2;3359;Good
8649;18;5956;3306;15569;On Time;1;10;1969;Good
8650;32;6305;6860;7136;On Time;1;3;3475;Good
8651;49;7564;11833;14809;Late;3;15;3142;Bad
8652;26;6814;13856;12523;On Time;1;12;3858;Good
8653;32;5659;5258;20170;On Time;1;19;2560;Good
8654;45;6355;5953;16222;Late;1;9;3577;Bad
8655;41;3671;1100;17365;On Time;3;14;4015;Bad
8656;52;6164;11071;14042;Late;5;15;3920;Bad
8657;39;3491;6339;20260;On Time;1;11;3156;Bad
8658;44;4449;18315;7013;Late;1;11;4366;Bad
8659;36;376;12049;10522;On Time;4;3;2131;Bad
8660;62;5602;9142;21431;On Time;2;11;3279;Good
8661;29;4034;6794;12821;On Time;4;1;3578;Good
8662;37;6666;2526;5000;On Time;5;4;2999;Good
8663;18;5585;3160;22263;On Time;4;10;3762;Good
8664;38;6686;6889;20384;On Time;3;18;4036;Good
8665;66;3374;6505;18554;On Time;4;1;1211;Bad
8666;62;6557;5004;15472;On Time;3;3;4549;Good
8667;18;8158;11885;23303;On Time;4;3;2483;Good
8668;27;6146;12571;21293;On Time;4;19;4179;Good
8669;64;6185;7706;22739;On Time;2;18;2337;Good
8670;49;5254;19675;18477;On Time;3;13;3498;Bad
8671;56;4212;1266;15613;On Time;5;3;3527;Good
8672;39;6141;10290;13004;On Time;1;18;2850;Good
8673;35;2740;8907;8655;On Time;5;19;2556;Bad
8674;65;4373;7246;17510;On Time;4;8;5902;Good
8675;63;2343;6511;17926;Late;5;14;2502;Bad
8676;49;3944;9965;13251;Late;4;1;4511;Bad
8677;44;5963;8872;18068;On Time;4;1;5881;Good
8678;45;5758;8040;13339;On Time;1;8;2668;Good
8679;35;5076;3506;19337;On Time;2;12;1427;Good
8680;56;5255;1909;10589;On Time;2;8;3017;Good
8681;66;2171;8557;9724;On Time;1;11;2549;Bad
8682;46;4441;7989;13797;On Time;5;14;3693;Good
8683;35;3977;9014;19143;On Time;3;18;2559;Bad
8684;61;4011;9456;9206;On Time;1;12;2819;Good
8685;25;5899;7387;20248;On Time;4;8;2964;Good
8686;48;3709;8937;6787;On Time;2;1;1815;Bad
8687;51;4092;5732;13766;On Time;2;10;2816;Good
8688;24;1869;17619;7934;On Time;5;5;2935;Bad
8689;53;4558;6001;5000;On Time;3;14;2315;Good
8690;35;3368;8145;16832;On Time;1;8;3357;Bad
8691;55;5118;6381;14110;On Time;4;12;4155;Good
8692;26;3573;6297;8014;On Time;4;4;2771;Bad
8693;26;5156;10123;12416;On Time;3;18;2990;Good
8694;63;4782;9488;17209;Late;5;15;2751;Bad
8695;25;7508;7702;13159;On Time;3;6;4802;Good
8696;68;5745;8582;14006;On Time;5;11;2383;Good
8697;52;2240;6400;13007;On Time;5;13;2343;Bad
8698;35;3102;12008;12088;On Time;1;2;2473;Bad
8699;22;5082;20275;12023;On Time;1;9;4286;Bad
8700;31;3605;5625;11876;On Time;4;9;4371;Bad
8701;45;547;11969;11234;On Time;2;2;2177;Bad
8702;47;7024;10224;9913;On Time;5;3;3818;Good
8703;21;6080;13343;13101;Late;4;10;2621;Bad
8704;56;5781;13483;11800;On Time;2;18;1645;Good
8705;37;4089;11027;9641;On Time;4;18;1643;Good
8706;42;5641;9800;18830;On Time;5;1;2863;Good
8707;45;3943;7827;21163;On Time;2;15;3863;Bad
8708;29;5307;6175;14999;On Time;3;13;3043;Good
8709;19;3619;9515;15332;On Time;1;15;3156;Bad
8710;60;7274;3577;11537;On Time;1;4;1242;Good
8711;31;2644;7030;20335;On Time;2;19;2673;Bad
8712;39;6848;15534;23690;Late;2;3;2766;Bad
8713;48;5058;10492;14181;On Time;5;13;2636;Good
8714;40;4265;14463;12392;On Time;2;7;2024;Good
8715;65;5250;17348;16707;On Time;1;12;4948;Bad
8716;37;6100;9114;15644;On Time;5;2;3613;Good
8717;55;7050;11036;12499;On Time;4;16;3878;Good
